mode,N,K,p_or_layers,mixer,warm_start,formulation,alpha,lam_tc,best_energy,optimal_energy,energy_gap,cvar,overlap,gate_single,gate_two,layers,duration_sec,solver_used,shots,noise_p,noise_model,objective,pairs
standard,6,3,1,xy,0,mad,0.2,0.1,0.003226960295923699,0.0017513479326220533,0.0014756123633016456,0.004255585386596283,0.04881747797614247,0,6,,0.024039030075073242,bruteforce,0,0.0,depolarizing,expectation,
standard,6,3,1,xy,0,mvo_tc,0.2,0.1,-0.005293166735128556,-0.008931271885653303,0.003638105150524747,-0.002787029503195657,0.03855957254156236,0,6,,0.023296117782592773,bruteforce,0,0.0,depolarizing,expectation,
standard,6,3,1,xy,1,mad,0.2,0.1,0.003225394774450301,0.0017513479326220533,0.0014740468418282479,0.004254237575996254,0.048841005679005865,0,6,,0.023597002029418945,bruteforce,0,0.0,depolarizing,expectation,
standard,6,3,1,xy,1,mvo_tc,0.2,0.1,-0.005299258342005756,-0.008931271885653303,0.003632013543647548,-0.002753547127168798,0.04774412140818038,0,6,,0.023152828216552734,bruteforce,0,0.0,depolarizing,expectation,
standard,6,3,2,xy,0,mad,0.2,0.1,0.0031848929553151034,0.0017513479326220533,0.0014335450226930502,0.004192365203561997,0.01007334649175869,0,12,,0.04535508155822754,bruteforce,0,0.0,depolarizing,expectation,
standard,6,3,2,xy,0,mvo_tc,0.2,0.1,-0.005307289726044698,-0.008931271885653303,0.0036239821596086054,-0.0024573147070134954,0.09442570948914664,0,12,,0.045362234115600586,bruteforce,0,0.0,depolarizing,expectation,
standard,6,3,2,xy,1,mad,0.2,0.1,0.0031850130658786883,0.0017513479326220533,0.001433665133256635,0.004171286293357704,0.0046006385148176406,0,12,,0.04566502571105957,bruteforce,0,0.0,depolarizing,expectation,
standard,6,3,2,xy,1,mvo_tc,0.2,0.1,-0.005304171725038668,-0.008931271885653303,0.0036271001606146356,-0.002541433796316434,0.09378486347026009,0,12,,0.04391074180603027,bruteforce,0,0.0,depolarizing,expectation,
standard,6,4,1,xy,0,mad,0.2,0.1,0.0029308784948640764,0.0017878106206477263,0.0011430678742163501,0.0036426245435009145,0.026042745139631864,0,6,,0.022746801376342773,bruteforce,0,0.0,depolarizing,expectation,
standard,6,4,1,xy,0,mvo_tc,0.2,0.1,-0.006824944155354852,-0.009871625494177099,0.003046681338822247,-0.004697046759776415,0.06707223257325522,0,6,,0.02250075340270996,bruteforce,0,0.0,depolarizing,expectation,
