mode,N,K,p_or_layers,mixer,warm_start,formulation,alpha,lam_tc,best_energy,optimal_energy,energy_gap,cvar,overlap,gate_single,gate_two,layers,duration_sec,solver_used,shots,noise_p,noise_model,objective,pairs
standard,14,6,1,x,1,mvo,0.2,0.1,0.5227315227828379,-0.014358380948626993,0.5370899037314648,2.6414041205304453,0.00033098939809974795,14,0,,0.06853199005126953,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,1,x,1,mad,0.2,0.1,0.5323372546048947,0.001919765328963468,0.5304174892759312,2.647926777577372,0.000333047742877639,14,0,,0.2129499912261963,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,1,x,1,mvo_tc,0.2,0.1,0.523298787620574,-0.013893578629590585,0.5371923662501646,2.642021686790237,0.00033098939810712703,14,0,,0.13393211364746094,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,2,xy,0,mvo,0.2,0.1,0.4439899816750286,-0.014358380948626993,0.45834836262365564,2.248136081496291,0.0009662296578208226,0,28,,0.7144989967346191,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,2,xy,0,mad,0.2,0.1,0.45360450656310336,0.001919765328963468,0.4516847412341399,2.2543436639398347,0.00010157673053707027,0,28,,0.8404600620269775,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,2,xy,0,mvo_tc,0.2,0.1,0.4445557830818062,-0.013893578629590585,0.4584493617113968,2.248783463901446,0.000966443712893834,0,28,,0.7393190860748291,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,2,xy,1,mvo,0.2,0.1,2.1343787978492177,-0.014358380948626993,2.1487371787978446,10.69944228287373,0.00028994997168550805,0,28,,0.23996806144714355,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,2,xy,1,mad,0.2,0.1,2.142630895268649,0.001919765328963468,2.1407111299396857,10.699353969859095,0.0003710974885481634,0,28,,0.36887598037719727,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,2,xy,1,mvo_tc,0.2,0.1,2.1348670463058133,-0.013893578629590585,2.1487606249354037,10.699663759541007,0.00028995672005107076,0,28,,0.2919321060180664,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,2,x,0,mvo,0.2,0.1,4.222920071008938,-0.014358380948626993,4.237278451957565,21.14185231339237,0.0003203501496751962,28,0,,0.11440587043762207,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,2,x,0,mad,0.2,0.1,4.232095037446799,0.001919765328963468,4.230175272117835,21.146620360861988,0.0003203502677713936,28,0,,0.2485189437866211,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,2,x,0,mvo_tc,0.2,0.1,4.223329322230287,-0.013893578629590585,4.237222900859877,21.14167386063823,0.0003203507124359558,28,0,,0.17029213905334473,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,2,x,1,mvo,0.2,0.1,4.222898087454583,-0.014358380948626993,4.23725646840321,21.14180307918459,0.00032579266332047856,28,0,,0.11528801918029785,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,2,x,1,mad,0.2,0.1,4.232085188772583,0.001919765328963468,4.230165423443619,21.14658181728198,0.00032562529364721544,28,0,,0.2494521141052246,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,2,x,1,mvo_tc,0.2,0.1,4.22330713979141,-0.013893578629590585,4.2372007184210005,21.141624619354005,0.00032579323441744997,28,0,,0.1739509105682373,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,3,xy,0,mvo,0.2,0.1,0.4439737668521223,-0.014358380948626993,0.4583321478007493,2.2481899332357993,0.0006542030563546825,0,42,,0.9777920246124268,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,3,xy,0,mad,0.2,0.1,0.45360615714960695,0.001919765328963468,0.45168639182064346,2.254343942914376,5.5586183453141004e-05,0,42,,1.2006762027740479,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,3,xy,0,mvo_tc,0.2,0.1,0.44453954116118943,-0.013893578629590585,0.45843311979078,2.2488625558375963,0.0014172703344297434,0,42,,1.0763168334960938,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,3,xy,1,mvo,0.2,0.1,4.062016747733642,-0.014358380948626993,4.076375128682269,20.337383000370302,7.752243970672134e-05,0,42,,0.35138630867004395,bruteforce,0,0.001,depolarizing,expectation,
